$MOVEMENTEVALUATION:SIMRUN,TIMEINT,MOVEMENT,QLEN,QLENMAX,VEHS(ALL),PERS(ALL),VEHDELAY(ALL),PERSDELAY(ALL),STOPDELAY(ALL),STOPS(ALL),EMISSIONSCO,EMISSIONSNOX,EMISSIONSVOC,FUELCONSUMPTION
77,0-30,1-5@775.8-5@820.6,0.00,0.00,0,0,,,,,,,,
77,0-30,1-5@775.8-10005@28.0,0.00,0.00,0,0,,,,,,,,
77,0-30,1-14@693.2-14@738.8,0.00,0.00,0,0,,,,,,,,
77,0-30,1-14@693.2-10004@26.5,0.00,0.00,0,0,,,,,,,,
77,0-30,1,0.00,0.00,0,0,,,,,,,,
77,0-30,2-1@837.8-1@893.0,0.00,0.00,0,0,,,,,,,,
77,0-30,2-1@837.8-14@851.1,0.00,0.00,0,0,,,,,,,,
77,0-30,2-14@796.4-14@851.1,0.00,0.00,0,0,,,,,,,,
77,0-30,2-14@796.4-10001@30.8,0.00,0.00,0,0,,,,,,,,
77,0-30,2,0.00,0.00,0,0,,,,,,,,
77,0-30,3-4@324.6-4@369.4,0.00,0.00,0,0,,,,,,,,
77,0-30,3-4@324.6-10007@30.9,0.00,0.00,0,0,,,,,,,,
77,0-30,3-14@898.0-14@946.8,0.00,0.00,0,0,,,,,,,,
77,0-30,3-14@898.0-10006@31.1,0.00,0.00,0,0,,,,,,,,
77,0-30,3,0.00,0.00,0,0,,,,,,,,
77,0-30,4-14@1011.0-14@1063.6,0.00,0.00,0,0,,,,,,,,
77,0-30,4-14@1011.0-10016@29.4,0.00,0.00,0,0,,,,,,,,
77,0-30,4-15@604.3-14@1063.6,0.00,0.00,0,0,,,,,,,,
77,0-30,4-15@604.3-15@649.2,0.00,0.00,0,0,,,,,,,,
77,0-30,4,0.00,0.00,0,0,,,,,,,,
77,0-30,5-6@768.7-6@814.5,0.00,0.00,0,0,,,,,,,,
77,0-30,5-6@768.7-15@962.8,0.00,0.00,0,0,,,,,,,,
77,0-30,5-15@914.3-15@962.8,0.00,0.00,0,0,,,,,,,,
77,0-30,5-15@914.3-10009@29.7,0.00,0.00,0,0,,,,,,,,
77,0-30,5,0.00,0.00,0,0,,,,,,,,
77,0-30,6-4@648.1-4@693.4,0.00,0.00,0,0,,,,,,,,
77,0-30,6-4@648.1-10011@28.0,0.00,0.00,0,0,,,,,,,,
77,0-30,6-6@873.8-6@922.0,0.00,0.00,0,0,,,,,,,,
77,0-30,6-6@873.8-10010@30.8,0.00,0.00,0,0,,,,,,,,
77,0-30,6,0.00,0.00,0,0,,,,,,,,
77,0-30,7-1@503.1-1@548.9,0.00,0.00,0,0,,,,,,,,
77,0-30,7-1@503.1-10013@36.1,0.00,0.00,0,0,,,,,,,,
77,0-30,7-6@980.0-6@1025.6,0.00,0.00,0,0,,,,,,,,
77,0-30,7-6@980.0-10012@23.9,0.00,0.00,0,0,,,,,,,,
77,0-30,7-10013@36.2-6@1025.6,0.00,0.00,0,0,,,,,,,,
77,0-30,7,0.00,0.00,0,0,,,,,,,,
77,0-30,8-5@423.2-5@469.0,0.52,5.56,0,0,,,,,,,,
77,0-30,8-5@423.2-10015@36.2,0.52,5.56,0,0,,,,,,,,
77,0-30,8-6@1083.5-6@1131.5,0.00,0.00,0,0,,,,,,,,
77,0-30,8-6@1083.5-10014@29.1,0.00,0.00,0,0,,,,,,,,
77,0-30,8,0.26,5.56,0,0,,,,,,,,
77,30-60,1-5@775.8-5@820.6,0.00,0.00,0,0,,,,,,,,
77,30-60,1-5@775.8-10005@28.0,0.00,0.00,0,0,,,,,,,,
77,30-60,1-14@693.2-14@738.8,0.00,0.00,4,4,0.00,0.00,0.00,0.00,0.920,0.179,0.213,0.013
77,30-60,1-14@693.2-10004@26.5,0.00,0.00,6,6,0.07,0.07,0.00,0.00,1.288,0.251,0.299,0.018
77,30-60,1,0.00,0.00,10,10,0.04,0.04,0.00,0.00,2.207,0.429,0.512,0.032
77,30-60,2-1@837.8-1@893.0,0.00,0.00,0,0,,,,,,,,
77,30-60,2-1@837.8-14@851.1,0.00,0.00,0,0,,,,,,,,
77,30-60,2-14@796.4-14@851.1,0.00,0.00,3,3,0.00,0.00,0.00,0.00,0.521,0.101,0.121,0.007
77,30-60,2-14@796.4-10001@30.8,0.00,0.00,0,0,,,,,,,,
77,30-60,2,0.00,0.00,3,3,0.00,0.00,0.00,0.00,0.521,0.101,0.121,0.007
77,30-60,3-4@324.6-4@369.4,18.43,37.95,0,0,,,,,,,,
77,30-60,3-4@324.6-10007@30.9,18.43,37.95,0,0,,,,,,,,
77,30-60,3-14@898.0-14@946.8,0.00,0.00,0,0,,,,,,,,
77,30-60,3-14@898.0-10006@31.1,0.00,0.00,1,1,0.00,0.00,0.00,0.00,0.146,0.028,0.034,0.002
77,30-60,3,9.21,37.95,1,1,0.00,0.00,0.00,0.00,0.146,0.028,0.034,0.002
77,30-60,4-14@1011.0-14@1063.6,0.00,0.00,0,0,,,,,,,,
77,30-60,4-14@1011.0-10016@29.4,0.00,0.00,0,0,,,,,,,,
77,30-60,4-15@604.3-14@1063.6,8.32,21.70,0,0,,,,,,,,
77,30-60,4-15@604.3-15@649.2,8.32,21.70,0,0,,,,,,,,
77,30-60,4,4.16,21.70,0,0,,,,,,,,
77,30-60,5-6@768.7-6@814.5,0.00,0.00,4,4,0.03,0.03,0.00,0.00,0.915,0.178,0.212,0.013
77,30-60,5-6@768.7-15@962.8,0.00,0.00,6,6,0.09,0.09,0.00,0.00,1.334,0.260,0.309,0.019
77,30-60,5-15@914.3-15@962.8,0.00,0.00,0,0,,,,,,,,
77,30-60,5-15@914.3-10009@29.7,0.00,0.00,0,0,,,,,,,,
77,30-60,5,0.00,0.00,10,10,0.07,0.07,0.00,0.00,2.249,0.438,0.521,0.032
77,30-60,6-4@648.1-4@693.4,0.00,0.00,0,0,,,,,,,,
77,30-60,6-4@648.1-10011@28.0,0.00,0.00,0,0,,,,,,,,
77,30-60,6-6@873.8-6@922.0,0.00,0.00,1,1,0.00,0.00,0.00,0.00,0.165,0.032,0.038,0.002
77,30-60,6-6@873.8-10010@30.8,0.00,0.00,0,0,,,,,,,,
77,30-60,6,0.00,0.00,1,1,0.00,0.00,0.00,0.00,0.165,0.032,0.038,0.002
77,30-60,7-1@503.1-1@548.9,18.36,42.17,0,0,,,,,,,,
77,30-60,7-1@503.1-10013@36.1,18.36,42.17,0,0,,,,,,,,
77,30-60,7-6@980.0-6@1025.6,0.00,0.00,0,0,,,,,,,,
77,30-60,7-6@980.0-10012@23.9,0.00,0.00,1,1,0.00,0.00,0.00,0.00,0.136,0.027,0.032,0.002
77,30-60,7-10013@36.2-6@1025.6,0.00,0.00,0,0,,,,,,,,
77,30-60,7,6.12,42.17,1,1,0.00,0.00,0.00,0.00,0.136,0.027,0.032,0.002
77,30-60,8-5@423.2-5@469.0,22.91,45.28,0,0,,,,,,,,
77,30-60,8-5@423.2-10015@36.2,22.91,45.28,0,0,,,,,,,,
77,30-60,8-6@1083.5-6@1131.5,0.00,0.00,0,0,,,,,,,,
77,30-60,8-6@1083.5-10014@29.1,0.00,0.00,0,0,,,,,,,,
77,30-60,8,11.45,45.28,0,0,,,,,,,,
77,60-90,1-5@775.8-5@820.6,0.00,0.00,0,0,,,,,,,,
77,60-90,1-5@775.8-10005@28.0,0.00,0.00,1,1,0.00,0.00,0.00,0.00,0.213,0.041,0.049,0.003
77,60-90,1-14@693.2-14@738.8,19.37,47.01,2,2,0.46,0.46,0.00,0.00,0.473,0.092,0.110,0.007
77,60-90,1-14@693.2-10004@26.5,19.37,47.01,1,1,0.00,0.00,0.00,0.00,0.213,0.041,0.049,0.003
77,60-90,1,9.68,47.01,4,4,0.23,0.23,0.00,0.00,0.898,0.175,0.208,0.013
77,60-90,2-1@837.8-1@893.0,0.00,0.00,0,0,,,,,,,,
77,60-90,2-1@837.8-14@851.1,0.00,0.00,1,1,0.00,0.00,0.00,0.00,0.229,0.045,0.053,0.003
77,60-90,2-14@796.4-14@851.1,9.18,12.53,0,0,,,,,,,,
77,60-90,2-14@796.4-10001@30.8,9.18,12.53,0,0,,,,,,,,
77,60-90,2,4.59,12.53,1,1,0.00,0.00,0.00,0.00,0.229,0.045,0.053,0.003
77,60-90,3-4@324.6-4@369.4,18.51,57.73,15,15,15.59,15.59,8.06,0.53,12.253,2.384,2.840,0.175
77,60-90,3-4@324.6-10007@30.9,18.51,57.73,11,11,18.64,18.64,7.89,0.64,9.857,1.918,2.284,0.141
77,60-90,3-14@898.0-14@946.8,7.09,12.25,0,0,,,,,,,,
77,60-90,3-14@898.0-10006@31.1,7.09,12.25,1,1,0.00,0.00,0.00,0.00,0.138,0.027,0.032,0.002
77,60-90,3,12.80,57.73,27,27,16.26,16.26,7.69,0.56,22.297,4.338,5.167,0.319
77,60-90,4-14@1011.0-14@1063.6,8.49,33.78,0,0,,,,,,,,
77,60-90,4-14@1011.0-10016@29.4,8.49,33.78,0,0,,,,,,,,
77,60-90,4-15@604.3-14@1063.6,4.63,35.22,9,9,10.26,10.26,4.97,0.33,5.395,1.050,1.250,0.077
77,60-90,4-15@604.3-15@649.2,4.63,35.22,8,8,9.54,9.54,5.17,0.50,5.429,1.056,1.258,0.078
77,60-90,4,6.56,35.22,17,17,9.92,9.92,5.06,0.41,10.863,2.114,2.518,0.155
77,60-90,5-6@768.7-6@814.5,20.11,47.68,2,2,1.21,1.21,0.00,0.00,0.483,0.094,0.112,0.007
77,60-90,5-6@768.7-15@962.8,20.11,47.68,2,2,0.00,0.00,0.00,0.00,0.449,0.087,0.104,0.006
