$MOVEMENTEVALUATION:SIMRUN,TIMEINT,MOVEMENT,QLEN,QLENMAX,VEHS(ALL),PERS(ALL),VEHDELAY(ALL),PERSDELAY(ALL),STOPDELAY(ALL),STOPS(ALL),EMISSIONSCO,EMISSIONSNOX,EMISSIONSVOC,FUELCONSUMPTION
62,0-30,1-5@775.8-5@820.6,0.00,0.00,0,0,,,,,,,,
62,0-30,1-5@775.8-10005@28.0,0.00,0.00,0,0,,,,,,,,
62,0-30,1-14@693.2-14@738.8,0.00,0.00,0,0,,,,,,,,
62,0-30,1-14@693.2-10004@26.5,0.00,0.00,0,0,,,,,,,,
62,0-30,1,0.00,0.00,0,0,,,,,,,,
62,0-30,2-1@837.8-1@893.0,0.00,0.00,0,0,,,,,,,,
62,0-30,2-1@837.8-14@851.1,0.00,0.00,0,0,,,,,,,,
62,0-30,2-14@796.4-14@851.1,0.00,0.00,0,0,,,,,,,,
62,0-30,2-14@796.4-10001@30.8,0.00,0.00,0,0,,,,,,,,
62,0-30,2,0.00,0.00,0,0,,,,,,,,
62,0-30,3-4@324.6-4@369.4,0.00,0.00,0,0,,,,,,,,
62,0-30,3-4@324.6-10007@30.9,0.00,0.00,0,0,,,,,,,,
62,0-30,3-14@898.0-14@946.8,0.00,0.00,0,0,,,,,,,,
62,0-30,3-14@898.0-10006@31.1,0.00,0.00,0,0,,,,,,,,
62,0-30,3,0.00,0.00,0,0,,,,,,,,
62,0-30,4-14@1011.0-14@1063.6,0.00,0.00,0,0,,,,,,,,
62,0-30,4-14@1011.0-10016@29.4,0.00,0.00,0,0,,,,,,,,
62,0-30,4-15@604.3-14@1063.6,0.00,0.00,0,0,,,,,,,,
62,0-30,4-15@604.3-15@649.2,0.00,0.00,0,0,,,,,,,,
62,0-30,4,0.00,0.00,0,0,,,,,,,,
62,0-30,5-6@768.7-6@814.5,0.00,0.00,0,0,,,,,,,,
62,0-30,5-6@768.7-15@962.8,0.00,0.00,0,0,,,,,,,,
62,0-30,5-15@914.3-15@962.8,0.00,0.00,0,0,,,,,,,,
62,0-30,5-15@914.3-10009@29.7,0.00,0.00,0,0,,,,,,,,
62,0-30,5,0.00,0.00,0,0,,,,,,,,
62,0-30,6-4@648.1-4@693.4,0.00,0.00,0,0,,,,,,,,
62,0-30,6-4@648.1-10011@28.0,0.00,0.00,0,0,,,,,,,,
62,0-30,6-6@873.8-6@922.0,0.00,0.00,0,0,,,,,,,,
62,0-30,6-6@873.8-10010@30.8,0.00,0.00,0,0,,,,,,,,
62,0-30,6,0.00,0.00,0,0,,,,,,,,
62,0-30,7-1@502.9-1@548.6,0.00,0.00,0,0,,,,,,,,
62,0-30,7-1@502.9-10013@36.1,0.00,0.00,0,0,,,,,,,,
62,0-30,7-6@980.0-6@1025.6,0.00,0.00,0,0,,,,,,,,
62,0-30,7-6@980.0-10012@23.6,0.00,0.00,0,0,,,,,,,,
62,0-30,7-10013@36.2-6@1025.6,0.00,0.00,0,0,,,,,,,,
62,0-30,7,0.00,0.00,0,0,,,,,,,,
62,0-30,8-5@423.2-5@469.0,0.54,5.50,0,0,,,,,,,,
62,0-30,8-5@423.2-10015@36.2,0.54,5.50,0,0,,,,,,,,
62,0-30,8-6@1083.5-6@1131.5,0.00,0.00,0,0,,,,,,,,
62,0-30,8-6@1083.5-10014@29.1,0.00,0.00,0,0,,,,,,,,
62,0-30,8,0.27,5.50,0,0,,,,,,,,
62,30-60,1-5@775.8-5@820.6,0.00,0.00,0,0,,,,,,,,
62,30-60,1-5@775.8-10005@28.0,0.00,0.00,0,0,,,,,,,,
62,30-60,1-14@693.2-14@738.8,0.00,0.00,4,4,0.00,0.00,0.00,0.00,0.916,0.178,0.212,0.013
62,30-60,1-14@693.2-10004@26.5,0.00,0.00,3,3,0.00,0.00,0.00,0.00,0.637,0.124,0.148,0.009
62,30-60,1,0.00,0.00,7,7,0.00,0.00,0.00,0.00,1.552,0.302,0.360,0.022
62,30-60,2-1@837.8-1@893.0,0.00,0.00,0,0,,,,,,,,
62,30-60,2-1@837.8-14@851.1,0.00,0.00,0,0,,,,,,,,
62,30-60,2-14@796.4-14@851.1,0.00,0.00,2,2,0.00,0.00,0.00,0.00,0.356,0.069,0.082,0.005
62,30-60,2-14@796.4-10001@30.8,0.00,0.00,0,0,,,,,,,,
62,30-60,2,0.00,0.00,2,2,0.00,0.00,0.00,0.00,0.356,0.069,0.082,0.005
62,30-60,3-4@324.6-4@369.4,22.33,48.11,0,0,,,,,,,,
62,30-60,3-4@324.6-10007@30.9,22.33,48.11,0,0,,,,,,,,
62,30-60,3-14@898.0-14@946.8,0.00,0.00,0,0,,,,,,,,
62,30-60,3-14@898.0-10006@31.1,0.00,0.00,0,0,,,,,,,,
62,30-60,3,11.16,48.11,0,0,,,,,,,,
62,30-60,4-14@1011.0-14@1063.6,0.00,0.00,0,0,,,,,,,,
62,30-60,4-14@1011.0-10016@29.4,0.00,0.00,0,0,,,,,,,,
62,30-60,4-15@604.3-14@1063.6,8.98,21.21,0,0,,,,,,,,
62,30-60,4-15@604.3-15@649.2,8.98,21.21,0,0,,,,,,,,
62,30-60,4,4.49,21.21,0,0,,,,,,,,
62,30-60,5-6@768.7-6@814.5,0.00,0.00,3,3,0.02,0.02,0.00,0.00,0.684,0.133,0.158,0.010
62,30-60,5-6@768.7-15@962.8,0.00,0.00,2,2,0.00,0.00,0.00,0.00,0.443,0.086,0.103,0.006
62,30-60,5-15@914.3-15@962.8,0.00,0.00,0,0,,,,,,,,
62,30-60,5-15@914.3-10009@29.7,0.00,0.00,0,0,,,,,,,,
62,30-60,5,0.00,0.00,5,5,0.01,0.01,0.00,0.00,1.127,0.219,0.261,0.016
62,30-60,6-4@648.1-4@693.4,0.00,0.00,0,0,,,,,,,,
62,30-60,6-4@648.1-10011@28.0,0.00,0.00,0,0,,,,,,,,
62,30-60,6-6@873.8-6@922.0,0.00,0.00,1,1,0.00,0.00,0.00,0.00,0.165,0.032,0.038,0.002
62,30-60,6-6@873.8-10010@30.8,0.00,0.00,0,0,,,,,,,,
62,30-60,6,0.00,0.00,1,1,0.00,0.00,0.00,0.00,0.165,0.032,0.038,0.002
62,30-60,7-1@502.9-1@548.6,19.68,41.49,0,0,,,,,,,,
62,30-60,7-1@502.9-10013@36.1,19.68,41.49,0,0,,,,,,,,
62,30-60,7-6@980.0-6@1025.6,0.00,0.00,0,0,,,,,,,,
62,30-60,7-6@980.0-10012@23.6,0.00,0.00,1,1,0.00,0.00,0.00,0.00,0.136,0.026,0.032,0.002
62,30-60,7-10013@36.2-6@1025.6,0.00,0.00,0,0,,,,,,,,
62,30-60,7,6.56,41.49,1,1,0.00,0.00,0.00,0.00,0.136,0.026,0.032,0.002
62,30-60,8-5@423.2-5@469.0,16.30,45.72,4,4,21.94,21.94,10.25,1.00,4.899,0.953,1.135,0.070
62,30-60,8-5@423.2-10015@36.2,16.30,45.72,4,4,19.96,19.96,9.90,1.25,5.279,1.027,1.223,0.076
62,30-60,8-6@1083.5-6@1131.5,0.00,0.00,0,0,,,,,,,,
62,30-60,8-6@1083.5-10014@29.1,0.00,0.00,0,0,,,,,,,,
62,30-60,8,8.15,45.72,8,8,20.95,20.95,10.07,1.13,10.196,1.984,2.363,0.146
62,60-90,1-5@775.8-5@820.6,0.00,0.00,4,4,0.47,0.47,0.00,0.00,0.928,0.181,0.215,0.013
62,60-90,1-5@775.8-10005@28.0,0.00,0.00,5,5,0.99,0.99,0.00,0.00,1.132,0.220,0.262,0.016
62,60-90,1-14@693.2-14@738.8,19.73,39.76,0,0,,,,,,,,
62,60-90,1-14@693.2-10004@26.5,19.73,39.76,0,0,,,,,,,,
62,60-90,1,9.87,39.76,9,9,0.76,0.76,0.00,0.00,2.060,0.401,0.477,0.029
62,60-90,2-1@837.8-1@893.0,0.00,0.00,0,0,,,,,,,,
62,60-90,2-1@837.8-14@851.1,0.00,0.00,1,1,0.00,0.00,0.00,0.00,0.229,0.045,0.053,0.003
62,60-90,2-14@796.4-14@851.1,6.52,12.81,1,1,0.00,0.00,0.00,0.00,0.171,0.033,0.040,0.002
62,60-90,2-14@796.4-10001@30.8,6.52,12.81,0,0,,,,,,,,
62,60-90,2,3.26,12.81,2,2,0.00,0.00,0.00,0.00,0.400,0.078,0.093,0.006
62,60-90,3-4@324.6-4@369.4,33.07,82.43,12,12,24.90,24.90,14.53,1.08,15.763,3.067,3.653,0.226
62,60-90,3-4@324.6-10007@30.9,33.07,82.43,11,11,24.80,24.80,12.55,1.09,14.328,2.788,3.321,0.205
62,60-90,3-14@898.0-14@946.8,1.64,5.87,0,0,,,,,,,,
62,60-90,3-14@898.0-10006@31.1,1.64,5.87,3,3,0.00,0.00,0.00,0.00,0.426,0.083,0.099,0.006
62,60-90,3,17.35,82.43,26,26,21.98,21.98,12.02,0.96,30.409,5.916,7.048,0.435
62,60-90,4-14@1011.0-14@1063.6,4.06,13.93,1,1,0.13,0.13,0.00,0.00,0.189,0.037,0.044,0.003
62,60-90,4-14@1011.0-10016@29.4,4.06,13.93,0,0,,,,,,,,
62,60-90,4-15@604.3-14@1063.6,31.03,51.77,6,6,31.27,31.27,22.33,1.17,8.804,1.713,2.040,0.126
62,60-90,4-15@604.3-15@649.2,31.03,51.77,4,4,33.95,33.95,25.91,1.25,5.839,1.136,1.353,0.084
62,60-90,4,17.54,51.77,11,11,29.41,29.41,21.60,1.09,14.792,2.878,3.428,0.212
62,60-90,5-6@768.7-6@814.5,11.00,39.42,4,4,0.15,0.15,0.00,0.00,0.916,0.178,0.212,0.013
62,60-90,5-6@768.7-15@962.8,11.00,39.42,3,3,0.07,0.07,0.00,0.00,0.665,0.129,0.154,0.010
62,60-90,5-15@914.3-15@962.8,0.00,0.00,0,0,,,,,,,,
62,60-90,5-15@914.3-10009@29.7,0.00,0.00,0,0,,,,,,,,
62,60-90,5,5.50,39.42,7,7,0.11,0.11,0.00,0.00,1.581,0.308,0.366,0.023
62,60-90,6-4@648.1-4@693.4,0.00,0.00,1,1,0.06,0.06,0.00,0.00,0.223,0.043,0.052,0.003
62,60-90,6-4@648.1-10011@28.0,0.00,0.00,3,3,0.20,0.20,0.00,0.00,0.637,0.124,0.148,0.009
62,60-90,6-6@873.8-6@922.0,8.71,15.52,2,2,0.00,0.00,0.00,0.00,0.334,0.065,0.077,0.005
62,60-90,6-6@873.8-10010@30.8,8.71,15.52,0,0,,,,,,,,
62,60-90,6,4.36,15.52,6,6,0.11,0.11,0.00,0.00,1.194,0.232,0.277,0.017
62,60-90,7-1@502.9-1@548.6,17.58,53.23,11,11,20.03,20.03,10.31,1.00,13.420,2.611,3.110,0.192
62,60-90,7-1@502.9-10013@36.1,17.58,53.23,8,8,25.70,25.70,13.17,1.13,10.830,2.107,2.510,0.155
62,60-90,7-6@980.0-6@1025.6,4.61,11.39,0,0,,,,,,,,
62,60-90,7-6@980.0-10012@23.6,4.61,11.39,0,0,,,,,,,,
62,60-90,7-10013@36.2-6@1025.6,0.00,0.00,3,3,0.52,0.52,0.00,0.00,0.027,0.005,0.006,0.000
62,60-90,7,7.40,53.23,22,22,19.43,19.43,9.95,0.91,24.284,4.725,5.628,0.347
62,60-90,8-5@423.2-5@469.0,0.00,0.00,9,9,6.32,6.32,0.18,0.33,4.820,0.938,1.117,0.069
62,60-90,8-5@423.2-10015@36.2,0.00,0.00,11,11,4.07,4.07,0.03,0.09,3.791,0.738,0.879,0.054
62,60-90,8-6@1083.5-6@1131.5,8.41,28.00,0,0,,,,,,,,
62,60-90,8-6@1083.5-10014@29.1,8.41,28.00,0,0,,,,,,,,
62,60-90,8,4.20,28.00,20,20,5.08,5.08,0.10,0.20,8.636,1.680,2.001,0.124
62,90-120,1-5@775.8-5@820.6,0.00,0.00,2,2,0.83,0.83,0.00,0.00,0.491,0.095,0.114,0.007
