$MOVEMENTEVALUATION:SIMRUN,TIMEINT,MOVEMENT,QLEN,QLENMAX,VEHS(ALL),PERS(ALL),VEHDELAY(ALL),PERSDELAY(ALL),STOPDELAY(ALL),STOPS(ALL),EMISSIONSCO,EMISSIONSNOX,EMISSIONSVOC,FUELCONSUMPTION
87,0-30,1-5@775.8-5@820.6,0.00,0.00,0,0,,,,,,,,
87,0-30,1-5@775.8-10005@28.0,0.00,0.00,0,0,,,,,,,,
87,0-30,1-14@693.2-14@738.8,0.00,0.00,0,0,,,,,,,,
87,0-30,1-14@693.2-10004@26.5,0.00,0.00,0,0,,,,,,,,
87,0-30,1,0.00,0.00,0,0,,,,,,,,
87,0-30,2-1@837.8-1@893.0,0.00,0.00,0,0,,,,,,,,
87,0-30,2-1@837.8-14@851.1,0.00,0.00,0,0,,,,,,,,
87,0-30,2-14@796.4-14@851.1,0.00,0.00,0,0,,,,,,,,
87,0-30,2-14@796.4-10001@30.8,0.00,0.00,0,0,,,,,,,,
87,0-30,2,0.00,0.00,0,0,,,,,,,,
87,0-30,3-4@324.6-4@369.4,0.00,0.00,0,0,,,,,,,,
87,0-30,3-4@324.6-10007@30.9,0.00,0.00,0,0,,,,,,,,
87,0-30,3-14@898.0-14@946.8,0.00,0.00,0,0,,,,,,,,
87,0-30,3-14@898.0-10006@31.1,0.00,0.00,0,0,,,,,,,,
87,0-30,3,0.00,0.00,0,0,,,,,,,,
87,0-30,4-14@1011.0-14@1063.6,0.00,0.00,0,0,,,,,,,,
87,0-30,4-14@1011.0-10016@29.4,0.00,0.00,0,0,,,,,,,,
87,0-30,4-15@604.3-14@1063.6,0.00,0.00,0,0,,,,,,,,
87,0-30,4-15@604.3-15@649.2,0.00,0.00,0,0,,,,,,,,
87,0-30,4,0.00,0.00,0,0,,,,,,,,
87,0-30,5-6@768.7-6@814.5,0.00,0.00,0,0,,,,,,,,
87,0-30,5-6@768.7-15@962.8,0.00,0.00,0,0,,,,,,,,
87,0-30,5-15@914.3-15@962.8,0.00,0.00,0,0,,,,,,,,
87,0-30,5-15@914.3-10009@29.7,0.00,0.00,0,0,,,,,,,,
87,0-30,5,0.00,0.00,0,0,,,,,,,,
87,0-30,6-4@648.1-4@693.4,0.00,0.00,0,0,,,,,,,,
87,0-30,6-4@648.1-10011@28.0,0.00,0.00,0,0,,,,,,,,
87,0-30,6-6@873.8-6@922.0,0.00,0.00,0,0,,,,,,,,
87,0-30,6-6@873.8-10010@30.8,0.00,0.00,0,0,,,,,,,,
87,0-30,6,0.00,0.00,0,0,,,,,,,,
87,0-30,7-1@503.1-1@548.9,0.00,0.00,1,1,0.00,0.00,0.00,0.00,0.225,0.044,0.052,0.003
87,0-30,7-1@503.1-10013@36.1,0.00,0.00,0,0,,,,,,,,
87,0-30,7-6@980.0-6@1025.6,0.00,0.00,0,0,,,,,,,,
87,0-30,7-6@980.0-10012@23.9,0.00,0.00,0,0,,,,,,,,
87,0-30,7-10013@36.2-6@1025.6,0.00,0.00,0,0,,,,,,,,
87,0-30,7,0.00,0.00,1,1,0.00,0.00,0.00,0.00,0.225,0.044,0.052,0.003
87,0-30,8-5@423.2-5@469.0,0.00,0.00,1,1,0.00,0.00,0.00,0.00,0.227,0.044,0.053,0.003
87,0-30,8-5@423.2-10015@36.2,0.00,0.00,0,0,,,,,,,,
87,0-30,8-6@1083.5-6@1131.5,0.00,0.00,0,0,,,,,,,,
87,0-30,8-6@1083.5-10014@29.1,0.00,0.00,0,0,,,,,,,,
87,0-30,8,0.00,0.00,1,1,0.00,0.00,0.00,0.00,0.227,0.044,0.053,0.003
87,30-60,1-5@775.8-5@820.6,0.00,0.00,0,0,,,,,,,,
87,30-60,1-5@775.8-10005@28.0,0.00,0.00,2,2,2.80,2.80,0.00,0.00,0.500,0.097,0.116,0.007
87,30-60,1-14@693.2-14@738.8,0.00,0.00,2,2,2.30,2.30,0.00,0.00,0.527,0.102,0.122,0.008
87,30-60,1-14@693.2-10004@26.5,0.00,0.00,7,7,0.68,0.68,0.00,0.00,1.560,0.304,0.362,0.022
87,30-60,1,0.00,0.00,11,11,1.36,1.36,0.00,0.00,2.586,0.503,0.599,0.037
87,30-60,2-1@837.8-1@893.0,0.00,0.00,0,0,,,,,,,,
87,30-60,2-1@837.8-14@851.1,0.00,0.00,1,1,0.00,0.00,0.00,0.00,0.228,0.044,0.053,0.003
87,30-60,2-14@796.4-14@851.1,0.00,0.00,1,1,0.88,0.88,0.00,0.00,0.185,0.036,0.043,0.003
87,30-60,2-14@796.4-10001@30.8,0.00,0.00,1,1,0.32,0.32,0.00,0.00,0.166,0.032,0.038,0.002
87,30-60,2,0.00,0.00,3,3,0.40,0.40,0.00,0.00,0.580,0.113,0.134,0.008
87,30-60,3-4@324.6-4@369.4,0.00,0.00,9,9,0.03,0.03,0.00,0.00,2.037,0.396,0.472,0.029
87,30-60,3-4@324.6-10007@30.9,0.00,0.00,5,5,0.24,0.24,0.00,0.00,1.073,0.209,0.249,0.015
87,30-60,3-14@898.0-14@946.8,0.00,0.00,0,0,,,,,,,,
87,30-60,3-14@898.0-10006@31.1,0.00,0.00,1,1,0.00,0.00,0.00,0.00,0.138,0.027,0.032,0.002
87,30-60,3,0.00,0.00,15,15,0.10,0.10,0.00,0.00,3.248,0.632,0.753,0.046
87,30-60,4-14@1011.0-14@1063.6,0.00,0.00,2,2,3.28,3.28,0.12,0.50,1.104,0.215,0.256,0.016
87,30-60,4-14@1011.0-10016@29.4,0.00,0.00,1,1,5.11,5.11,0.00,0.00,0.235,0.046,0.055,0.003
87,30-60,4-15@604.3-14@1063.6,0.00,0.00,2,2,1.73,1.73,0.00,0.00,0.514,0.100,0.119,0.007
87,30-60,4-15@604.3-15@649.2,0.00,0.00,4,4,0.39,0.39,0.00,0.00,0.928,0.181,0.215,0.013
87,30-60,4,0.00,0.00,9,9,1.85,1.85,0.03,0.11,2.792,0.543,0.647,0.040
87,30-60,5-6@768.7-6@814.5,0.00,0.00,3,3,0.02,0.02,0.00,0.00,0.690,0.134,0.160,0.010
87,30-60,5-6@768.7-15@962.8,0.00,0.00,6,6,0.09,0.09,0.00,0.00,1.334,0.260,0.309,0.019
87,30-60,5-15@914.3-15@962.8,0.00,0.00,0,0,,,,,,,,
87,30-60,5-15@914.3-10009@29.7,0.00,0.00,1,1,0.03,0.03,0.00,0.00,0.221,0.043,0.051,0.003
87,30-60,5,0.00,0.00,10,10,0.07,0.07,0.00,0.00,2.245,0.437,0.520,0.032
87,30-60,6-4@648.1-4@693.4,0.00,0.00,0,0,,,,,,,,
87,30-60,6-4@648.1-10011@28.0,0.00,0.00,3,3,0.26,0.26,0.00,0.00,0.628,0.122,0.146,0.009
87,30-60,6-6@873.8-6@922.0,0.00,0.00,1,1,0.00,0.00,0.00,0.00,0.165,0.032,0.038,0.002
87,30-60,6-6@873.8-10010@30.8,0.00,0.00,0,0,,,,,,,,
87,30-60,6,0.00,0.00,4,4,0.19,0.19,0.00,0.00,0.793,0.154,0.184,0.011
87,30-60,7-1@503.1-1@548.9,0.00,0.00,5,5,1.01,1.01,0.00,0.00,1.202,0.234,0.279,0.017
87,30-60,7-1@503.1-10013@36.1,0.00,0.00,5,5,0.18,0.18,0.00,0.00,1.149,0.224,0.266,0.016
87,30-60,7-6@980.0-6@1025.6,0.00,0.00,0,0,,,,,,,,
87,30-60,7-6@980.0-10012@23.9,0.00,0.00,1,1,0.00,0.00,0.00,0.00,0.135,0.026,0.031,0.002
87,30-60,7-10013@36.2-6@1025.6,0.00,0.00,0,0,,,,,,,,
87,30-60,7,0.00,0.00,11,11,0.54,0.54,0.00,0.00,2.484,0.483,0.576,0.036
87,30-60,8-5@423.2-5@469.0,0.00,0.00,8,8,0.42,0.42,0.00,0.00,1.861,0.362,0.431,0.027
87,30-60,8-5@423.2-10015@36.2,0.00,0.00,7,7,0.20,0.20,0.00,0.00,1.620,0.315,0.376,0.023
87,30-60,8-6@1083.5-6@1131.5,0.00,0.00,1,1,0.00,0.00,0.00,0.00,0.172,0.034,0.040,0.002
87,30-60,8-6@1083.5-10014@29.1,0.00,0.00,2,2,3.67,3.67,0.00,0.00,0.389,0.076,0.090,0.006
87,30-60,8,0.00,0.00,18,18,0.67,0.67,0.00,0.00,4.039,0.786,0.936,0.058
87,60-90,1-5@775.8-5@820.6,0.00,0.00,7,7,1.62,1.62,0.00,0.00,1.739,0.338,0.403,0.025
87,60-90,1-5@775.8-10005@28.0,0.00,0.00,3,3,0.93,0.93,0.00,0.00,0.672,0.131,0.156,0.010
87,60-90,1-14@693.2-14@738.8,23.51,54.73,1,1,5.06,5.06,0.00,0.00,0.308,0.060,0.071,0.004
87,60-90,1-14@693.2-10004@26.5,23.51,54.73,0,0,,,,,,,,
87,60-90,1,11.76,54.73,11,11,1.75,1.75,0.00,0.00,2.716,0.529,0.630,0.039
87,60-90,2-1@837.8-1@893.0,0.00,0.00,5,5,0.80,0.80,0.00,0.00,1.246,0.242,0.289,0.018
87,60-90,2-1@837.8-14@851.1,0.00,0.00,3,3,1.58,1.58,0.00,0.00,0.763,0.148,0.177,0.011
87,60-90,2-14@796.4-14@851.1,15.88,26.79,0,0,,,,,,,,
87,60-90,2-14@796.4-10001@30.8,15.88,26.79,0,0,,,,,,,,
87,60-90,2,7.94,26.79,8,8,1.10,1.10,0.00,0.00,2.009,0.391,0.466,0.029
87,60-90,3-4@324.6-4@369.4,0.00,0.00,11,11,0.83,0.83,0.00,0.00,2.615,0.509,0.606,0.037
87,60-90,3-4@324.6-10007@30.9,0.00,0.00,6,6,1.59,1.59,0.00,0.00,1.431,0.278,0.332,0.020
87,60-90,3-14@898.0-14@946.8,12.01,18.73,0,0,,,,,,,,
87,60-90,3-14@898.0-10006@31.1,12.01,18.73,0,0,,,,,,,,
87,60-90,3,6.01,18.73,17,17,1.10,1.10,0.00,0.00,4.046,0.787,0.938,0.058
