$MOVEMENTEVALUATION:SIMRUN,TIMEINT,MOVEMENT,QLEN,QLENMAX,VEHS(ALL),PERS(ALL),LOS(ALL),LOSVAL(ALL),VEHDELAY(ALL),PERSDELAY(ALL),STOPDELAY(ALL),STOPS(ALL),EMISSIONSCO,EMISSIONSNOX,EMISSIONSVOC,FUELCONSUMPTION
3,150-180,4-14@1018.5-14@1056.3,0.22,6.61,4,4,LOS_A,1,4.89,4.89,0.00,0.00,0.970,0.189,0.225,0.014
3,150-180,4-14@1018.5-10016@30.7,0.22,6.61,4,4,LOS_A,1,5.51,5.51,0.18,0.75,2.987,0.581,0.692,0.043
3,150-180,4-15@605.8-15@651.4,12.53,34.86,5,5,LOS_B,2,14.83,14.83,5.22,1.00,5.255,1.022,1.218,0.075
3,150-180,4-15@605.8-10017@29.2,12.53,34.86,5,5,LOS_B,2,14.05,14.05,6.20,0.60,3.996,0.778,0.926,0.057
3,150-180,4,6.38,34.86,18,18,LOS_B,2,10.33,10.33,3.21,0.61,13.329,2.593,3.089,0.191
3,150-180,5-6@771.4-6@812.3,3.93,27.70,8,8,LOS_B,2,10.32,10.32,1.09,0.25,4.271,0.831,0.990,0.061
3,150-180,5-6@771.4-10008@26.8,3.93,27.70,12,12,LOS_A,1,7.68,7.68,0.12,0.42,7.070,1.376,1.638,0.101
3,150-180,5-15@917.1-15@953.7,3.80,12.77,5,5,LOS_A,1,6.45,6.45,1.48,0.20,2.209,0.430,0.512,0.032
3,150-180,5-15@917.1-10009@26.6,3.80,12.77,4,4,LOS_A,1,8.68,8.68,2.05,0.50,2.664,0.518,0.617,0.038
3,150-180,5,3.86,27.70,29,29,LOS_A,1,8.33,8.33,0.89,0.34,16.227,3.157,3.761,0.232
3,150-180,6-4@647.9-4@688.0,9.91,27.86,7,7,LOS_B,2,15.44,15.44,4.14,0.86,7.151,1.391,1.657,0.102
3,150-180,6-4@647.9-10011@22.3,9.91,27.86,4,4,LOS_B,2,14.97,14.97,5.67,1.50,5.736,1.116,1.329,0.082
3,150-180,6-6@878.0-6@917.5,2.59,13.70,3,3,LOS_A,1,6.93,6.93,0.00,0.00,0.791,0.154,0.183,0.011
3,150-180,6-6@878.0-10010@26.4,2.59,13.70,8,8,LOS_A,1,3.75,3.75,0.63,0.25,2.969,0.578,0.688,0.042
3,150-180,6,6.25,27.86,22,22,LOS_A,1,9.94,9.94,2.57,0.64,16.529,3.216,3.831,0.236
3,150-180,7-1@504.8-1@548.8,11.27,24.94,4,4,LOS_C,3,20.05,20.05,3.99,1.50,5.882,1.144,1.363,0.084
3,150-180,7-1@504.8-10013@33.6,11.27,24.94,4,4,LOS_C,3,21.30,21.30,8.14,1.25,5.279,1.027,1.223,0.076
3,150-180,7-6@983.5-6@1021.9,1.34,15.18,2,2,LOS_A,1,4.65,4.65,0.15,0.50,1.163,0.226,0.269,0.017
3,150-180,7-6@983.5-10012@22.9,1.34,15.18,7,7,LOS_A,1,2.16,2.16,0.02,0.14,1.926,0.375,0.446,0.028
3,150-180,7,6.30,24.94,17,17,LOS_B,2,11.16,11.16,2.88,0.76,14.567,2.834,3.376,0.208
3,150-180,8-5@427.2-5@466.3,11.28,32.37,8,8,LOS_B,2,13.37,13.37,2.19,0.38,5.224,1.016,1.211,0.075
3,150-180,8-5@427.2-10015@30.1,11.28,32.37,9,9,LOS_B,2,14.80,14.80,1.78,0.67,7.772,1.512,1.801,0.111
3,150-180,8-6@1086.4-6@1124.9,0.00,0.00,5,5,LOS_A,1,2.89,2.89,0.00,0.00,1.012,0.197,0.235,0.014
3,150-180,8-6@1086.4-10014@25.1,0.00,0.00,3,3,LOS_A,1,2.06,2.06,0.00,0.00,0.531,0.103,0.123,0.008
3,150-180,8,5.64,32.37,25,25,LOS_B,2,10.43,10.43,1.34,0.36,14.493,2.820,3.359,0.207
3,180-210,1-5@777.9-5@820.9,1.48,14.89,6,6,LOS_A,1,7.24,7.24,0.95,0.17,2.613,0.508,0.606,0.037
3,180-210,1-5@777.9-14@745.4,1.48,14.89,6,6,LOS_A,1,7.45,7.45,0.53,0.83,5.256,1.023,1.218,0.075
3,180-210,1-14@698.3-14@745.4,14.57,42.97,9,9,LOS_B,2,15.70,15.70,2.66,0.89,9.180,1.786,2.128,0.131
3,180-210,1-14@698.3-10004@28.4,14.57,42.97,6,6,LOS_B,2,18.10,18.10,3.43,1.17,7.734,1.505,1.793,0.111
3,180-210,1,8.02,42.97,27,27,LOS_B,2,12.52,12.52,1.98,0.78,24.610,4.788,5.703,0.352
3,180-210,2-1@839.5-1@885.5,12.41,31.69,5,5,LOS_B,2,16.32,16.32,4.89,1.00,5.767,1.122,1.337,0.083
3,180-210,2-1@839.5-10000@37.4,12.41,31.69,5,5,LOS_B,2,18.84,18.84,5.95,1.00,5.773,1.123,1.338,0.083
3,180-210,2-14@803.9-14@847.3,1.57,15.52,5,5,LOS_A,1,6.45,6.45,0.10,0.80,3.973,0.773,0.921,0.057
3,180-210,2-14@803.9-10001@24.3,1.57,15.52,7,7,LOS_A,1,3.07,3.07,0.45,0.14,1.895,0.369,0.439,0.027
3,180-210,2,6.99,31.69,22,22,LOS_B,2,10.43,10.43,2.63,0.68,17.153,3.337,3.975,0.245
3,180-210,3-4@325.6-4@367.6,8.25,26.24,8,8,LOS_B,2,16.76,16.76,2.67,1.25,10.189,1.982,2.361,0.146
3,180-210,3-4@325.6-10007@31.1,8.25,26.24,7,7,LOS_C,3,22.45,22.45,3.68,3.29,18.841,3.666,4.367,0.270
3,180-210,3-14@905.4-14@945.6,2.94,12.81,5,5,LOS_A,1,3.96,3.96,0.46,0.40,2.395,0.466,0.555,0.034
3,180-210,3-14@905.4-10006@28.4,2.94,12.81,6,6,LOS_A,1,5.25,5.25,1.79,0.33,2.643,0.514,0.612,0.038
3,180-210,3,5.59,26.24,26,26,LOS_B,2,13.18,13.18,2.32,1.42,34.234,6.661,7.934,0.490
3,180-210,4-14@1018.5-14@1056.3,3.15,12.87,6,6,LOS_A,1,6.92,6.92,1.85,0.50,3.620,0.704,0.839,0.052
3,180-210,4-14@1018.5-10016@30.7,3.15,12.87,5,5,LOS_A,1,5.87,5.87,0.00,0.00,1.273,0.248,0.295,0.018
3,180-210,4-15@605.8-15@651.4,5.46,19.88,8,8,LOS_A,1,5.84,5.84,0.13,0.13,3.166,0.616,0.734,0.045
3,180-210,4-15@605.8-10017@29.2,5.46,19.88,5,5,LOS_A,1,6.06,6.06,0.45,0.40,2.836,0.552,0.657,0.041
3,180-210,4,4.31,19.88,24,24,LOS_A,1,6.16,6.16,0.60,0.25,10.926,2.126,2.532,0.156
3,180-210,5-6@771.4-6@812.3,6.02,26.15,7,7,LOS_B,2,11.59,11.59,0.79,0.86,6.701,1.304,1.553,0.096
3,180-210,5-6@771.4-10008@26.8,6.02,26.15,8,8,LOS_A,1,9.12,9.12,1.11,0.88,7.592,1.477,1.760,0.109
3,180-210,5-15@917.1-15@953.7,3.70,13.35,4,4,LOS_A,1,9.17,9.17,2.78,0.50,2.639,0.514,0.612,0.038
3,180-210,5-15@917.1-10009@26.6,3.70,13.35,4,4,LOS_B,2,11.49,11.49,3.94,0.50,2.768,0.538,0.641,0.040
3,180-210,5,4.86,26.15,23,23,LOS_B,2,10.29,10.29,1.79,0.74,19.582,3.810,4.538,0.280
3,180-210,6-4@647.9-4@688.0,15.73,33.51,5,5,LOS_B,2,14.78,14.78,4.82,1.00,5.202,1.012,1.206,0.074
3,180-210,6-4@647.9-10011@22.3,15.73,33.51,4,4,LOS_C,3,23.93,23.93,8.66,1.50,5.831,1.134,1.351,0.083
3,180-210,6-6@878.0-6@917.5,1.51,14.27,5,5,LOS_A,1,7.09,7.09,0.60,0.80,4.117,0.801,0.954,0.059
3,180-210,6-6@878.0-10010@26.4,1.51,14.27,7,7,LOS_A,1,3.38,3.38,0.15,0.29,2.755,0.536,0.639,0.039
3,180-210,6,8.62,33.51,21,21,LOS_B,2,10.89,10.89,2.99,0.81,18.138,3.529,4.204,0.259
3,180-210,7-1@504.8-1@548.8,12.94,33.72,5,5,LOS_C,3,20.85,20.85,6.62,1.40,6.976,1.357,1.617,0.100
3,180-210,7-1@504.8-10013@33.6,12.94,33.72,7,7,LOS_B,2,19.62,19.62,5.37,1.29,9.375,1.824,2.173,0.134
3,180-210,7-6@983.5-6@1021.9,2.13,12.14,3,3,LOS_A,1,4.32,4.32,0.00,0.33,1.329,0.259,0.308,0.019
3,180-210,7-6@983.5-10012@22.9,2.13,12.14,5,5,LOS_A,1,3.02,3.02,0.48,0.20,1.584,0.308,0.367,0.023
3,180-210,7,7.54,33.72,20,20,LOS_B,2,13.48,13.48,3.66,0.90,19.268,3.749,4.466,0.276
3,180-210,8-5@427.2-5@466.3,11.00,32.65,7,7,LOS_B,2,11.84,11.84,1.95,0.86,6.679,1.299,1.548,0.096
3,180-210,8-5@427.2-10015@30.1,11.00,32.65,7,7,LOS_B,2,10.53,10.53,1.62,0.43,4.469,0.870,1.036,0.064
3,180-210,8-6@1086.4-6@1124.9,2.39,13.25,5,5,LOS_A,1,3.56,3.56,1.42,0.20,1.717,0.334,0.398,0.025
3,180-210,8-6@1086.4-10014@25.1,2.39,13.25,3,3,LOS_A,1,7.22,7.22,0.21,0.33,1.430,0.278,0.331,0.020
3,180-210,8,6.69,32.65,22,22,LOS_A,1,8.91,8.91,1.49,0.50,14.287,2.780,3.311,0.204
3,210-240,1-5@777.9-5@820.9,1.55,6.38,9,9,LOS_A,1,4.05,4.05,0.00,0.00,2.554,0.497,0.592,0.037
3,210-240,1-5@777.9-14@745.4,1.55,6.38,4,4,LOS_A,1,8.35,8.35,1.51,0.50,2.699,0.525,0.626,0.039
3,210-240,1-14@698.3-14@745.4,14.13,31.71,6,6,LOS_C,3,20.46,20.46,4.57,1.17,7.954,1.548,1.843,0.114
3,210-240,1-14@698.3-10004@28.4,14.13,31.71,6,6,LOS_C,3,27.53,27.53,10.49,1.67,10.181,1.981,2.359,0.146
3,210-240,1,7.84,31.71,25,25,LOS_B,2,14.31,14.31,3.86,0.76,23.189,4.512,5.374,0.332
3,210-240,2-1@839.5-1@885.5,12.72,30.07,4,4,LOS_B,2,18.60,18.60,5.15,1.25,5.418,1.054,1.256,0.078
3,210-240,2-1@839.5-10000@37.4,12.72,30.07,4,4,LOS_B,2,13.59,13.59,3.61,0.50,2.862,0.557,0.663,0.041
3,210-240,2-14@803.9-14@847.3,0.39,6.11,6,6,LOS_A,1,1.63,1.63,0.01,0.17,1.749,0.340,0.405,0.025
3,210-240,2-14@803.9-10001@24.3,0.39,6.11,6,6,LOS_A,1,1.00,1.00,0.00,0.00,0.898,0.175,0.208,0.013
3,210-240,2,6.55,30.07,20,20,LOS_A,1,7.23,7.23,1.75,0.40,10.929,2.126,2.533,0.156
3,210-240,3-4@325.6-4@367.6,13.15,26.27,3,3,LOS_C,3,29.34,29.34,10.36,2.00,5.686,1.106,1.318,0.081
3,210-240,3-4@325.6-10007@31.1,13.15,26.27,5,5,LOS_C,3,21.20,21.20,8.01,1.40,7.278,1.416,1.687,0.104
3,210-240,3-14@905.4-14@945.6,1.00,13.81,6,6,LOS_A,1,3.12,3.12,0.06,0.50,3.079,0.599,0.714,0.044
3,210-240,3-14@905.4-10006@28.4,1.00,13.81,4,4,LOS_A,1,3.63,3.63,0.00,0.25,1.385,0.270,0.321,0.020
3,210-240,3,7.08,26.27,18,18,LOS_B,2,12.62,12.62,3.97,0.94,17.237,3.354,3.995,0.247
3,210-240,4-14@1018.5-14@1056.3,1.44,13.04,6,6,LOS_A,1,4.12,4.12,0.42,0.17,2.029,0.395,0.470,0.029
3,210-240,4-14@1018.5-10016@30.7,1.44,13.04,6,6,LOS_A,1,2.97,2.97,0.00,0.00,1.276,0.248,0.296,0.018
3,210-240,4-15@605.8-15@651.4,14.22,39.56,5,5,LOS_B,2,13.47,13.47,3.67,0.60,4.051,0.788,0.939,0.058
3,210-240,4-15@605.8-10017@29.2,14.22,39.56,4,4,LOS_B,2,14.04,14.04,4.40,1.50,5.692,1.107,1.319,0.081
3,210-240,4,7.83,39.56,21,21,LOS_A,1,7.91,7.91,1.83,0.48,12.978,2.525,3.008,0.186
3,210-240,5-6@771.4-6@812.3,7.19,20.54,5,5,LOS_B,2,16.32,16.32,3.46,0.80,4.885,0.950,1.132,0.070
3,210-240,5-6@771.4-10008@26.8,7.19,20.54,7,7,LOS_B,2,10.93,10.93,2.38,0.71,5.801,1.129,1.344,0.083
3,210-240,5-15@917.1-15@953.7,5.02,19.75,8,8,LOS_A,1,7.99,7.99,1.41,0.63,6.079,1.183,1.409,0.087
3,210-240,5-15@917.1-10009@26.6,5.02,19.75,7,7,LOS_A,1,8.00,8.00,2.34,0.43,4.255,0.828,0.986,0.061
3,210-240,5,6.10,20.54,27,27,LOS_B,2,10.30,10.30,2.28,0.63,21.042,4.094,4.877,0.301
3,210-240,6-4@647.9-4@688.0,15.20,39.61,5,5,LOS_B,2,18.92,18.92,4.64,1.40,7.103,1.382,1.646,0.102
3,210-240,6-4@647.9-10011@22.3,15.20,39.61,6,6,LOS_B,2,18.76,18.76,5.41,1.50,8.602,1.674,1.994,0.123
3,210-240,6-6@878.0-6@917.5,1.78,12.46,4,4,LOS_A,1,4.85,4.85,0.86,0.25,1.603,0.312,0.371,0.023
3,210-240,6-6@878.0-10010@26.4,1.78,12.46,7,7,LOS_A,1,3.44,3.44,0.31,0.14,2.071,0.403,0.480,0.030
3,210-240,6,8.49,39.61,22,22,LOS_B,2,11.39,11.39,2.78,0.82,19.413,3.777,4.499,0.278
3,210-240,7-1@504.8-1@548.8,8.24,25.60,10,10,LOS_B,2,13.32,13.32,2.77,0.60,8.133,1.582,1.885,0.116
3,210-240,7-1@504.8-10013@33.6,8.24,25.60,7,7,LOS_B,2,18.62,18.62,3.48,0.71,6.611,1.286,1.532,0.095
3,210-240,7-6@983.5-6@1021.9,2.68,12.38,6,6,LOS_A,1,4.05,4.05,0.12,0.33,2.652,0.516,0.615,0.038
3,210-240,7-6@983.5-10012@22.9,2.68,12.38,4,4,LOS_A,1,5.14,5.14,1.38,0.25,1.522,0.296,0.353,0.022
3,210-240,7,5.46,25.60,27,27,LOS_B,2,11.42,11.42,2.16,0.52,18.925,3.682,4.386,0.271
3,210-240,8-5@427.2-5@466.3,14.34,39.51,8,8,LOS_B,2,18.94,18.94,6.55,1.00,8.978,1.747,2.081,0.128
3,210-240,8-5@427.2-10015@30.1,14.34,39.51,8,8,LOS_B,2,15.91,15.91,5.36,0.88,8.070,1.570,1.870,0.115
3,210-240,8-6@1086.4-6@1124.9,1.65,14.58,7,7,LOS_A,1,2.00,2.00,0.25,0.29,2.664,0.518,0.617,0.038
3,210-240,8-6@1086.4-10014@25.1,1.65,14.58,5,5,LOS_A,1,4.46,4.46,0.03,0.20,1.699,0.331,0.394,0.024
3,210-240,8,7.99,39.51,28,28,LOS_B,2,11.25,11.25,3.47,0.64,21.501,4.183,4.983,0.308
3,240-270,1-5@777.9-5@820.9,4.15,12.66,4,4,LOS_B,2,16.02,16.02,6.54,1.00,4.356,0.847,1.009,0.062
3,240-270,1-5@777.9-14@745.4,4.15,12.66,6,6,LOS_A,1,4.82,4.82,0.02,0.17,2.386,0.464,0.553,0.034
3,240-270,1-14@698.3-14@745.4,6.60,19.57,5,5,LOS_B,2,13.05,13.05,2.25,0.40,3.371,0.656,0.781,0.048
3,240-270,1-14@698.3-10004@28.4,6.60,19.57,7,7,LOS_A,1,4.80,4.80,0.36,0.29,3.231,0.629,0.749,0.046
3,240-270,1,5.38,19.57,22,22,LOS_A,1,8.72,8.72,1.82,0.41,13.385,2.604,3.102,0.191
3,240-270,2-1@839.5-1@885.5,13.73,35.19,5,5,LOS_B,2,13.96,13.96,3.28,1.00,5.406,1.052,1.253,0.077
3,240-270,2-1@839.5-10000@37.4,13.73,35.19,5,5,LOS_B,2,18.74,18.74,4.90,1.00,5.694,1.108,1.320,0.081
3,240-270,2-14@803.9-14@847.3,1.81,12.54,6,6,LOS_A,1,3.71,3.71,0.76,0.33,2.592,0.504,0.601,0.037
3,240-270,2-14@803.9-10001@24.3,1.81,12.54,4,4,LOS_A,1,1.22,1.22,0.00,0.00,0.620,0.121,0.144,0.009
3,240-270,2,7.77,35.19,20,20,LOS_A,1,9.53,9.53,2.27,0.60,14.333,2.789,3.322,0.205
3,240-270,3-4@325.6-4@367.6,12.46,31.60,8,8,LOS_C,3,23.82,23.82,10.35,1.75,13.397,2.607,3.105,0.192
3,240-270,3-4@325.6-10007@31.1,12.46,31.60,6,6,LOS_C,3,24.61,24.61,9.37,1.50,9.664,1.880,2.240,0.138
3,240-270,3-14@905.4-14@945.6,1.36,12.08,5,5,LOS_A,1,1.92,1.92,0.00,0.00,0.912,0.178,0.211,0.013
3,240-270,3-14@905.4-10006@28.4,1.36,12.08,5,5,LOS_A,1,2.54,2.54,0.08,0.40,2.235,0.435,0.518,0.032
3,240-270,3,6.91,31.60,24,24,LOS_B,2,15.02,15.02,5.81,1.04,26.137,5.085,6.057,0.374
3,240-270,4-14@1018.5-14@1056.3,1.95,13.55,4,4,LOS_A,1,1.26,1.26,0.00,0.00,0.755,0.147,0.175,0.011
3,240-270,4-14@1018.5-10016@30.7,1.95,13.55,3,3,LOS_A,1,1.08,1.08,0.00,0.00,0.560,0.109,0.130,0.008
3,240-270,4-15@605.8-15@651.4,13.94,39.01,8,8,LOS_C,3,20.89,20.89,8.60,1.38,10.920,2.125,2.531,0.156
3,240-270,4-15@605.8-10017@29.2,13.94,39.01,8,8,LOS_C,3,21.52,21.52,9.10,2.25,15.911,3.096,3.688,0.228
3,240-270,4,7.95,39.01,23,23,LOS_B,2,15.11,15.11,6.15,1.26,28.514,5.548,6.608,0.408
3,240-270,5-6@771.4-6@812.3,10.47,26.58,5,5,LOS_B,2,11.99,11.99,1.15,0.80,4.522,0.880,1.048,0.065
3,240-270,5-6@771.4-10008@26.8,10.47,26.58,8,8,LOS_A,1,7.69,7.69,1.35,0.50,5.143,1.001,1.192,0.074
3,240-270,5-15@917.1-15@953.7,2.54,12.68,6,6,LOS_A,1,7.86,7.86,1.35,0.33,3.354,0.653,0.777,0.048
3,240-270,5-15@917.1-10009@26.6,2.54,12.68,6,6,LOS_A,1,5.88,5.88,0.59,0.17,2.379,0.463,0.551,0.034
3,240-270,5,6.51,26.58,25,25,LOS_A,1,8.16,8.16,1.13,0.44,15.381,2.993,3.565,0.220
3,240-270,6-4@647.9-4@688.0,14.82,35.36,4,4,LOS_C,3,23.24,23.24,9.63,1.00,4.732,0.921,1.097,0.068
3,240-270,6-4@647.9-10011@22.3,14.82,35.36,6,6,LOS_B,2,16.27,16.27,6.11,0.83,5.791,1.127,1.342,0.083
3,240-270,6-6@878.0-6@917.5,1.99,12.29,7,7,LOS_A,1,3.84,3.84,0.38,0.14,2.170,0.422,0.503,0.031
3,240-270,6-6@878.0-10010@26.4,1.99,12.29,7,7,LOS_A,1,6.41,6.41,1.01,0.43,3.701,0.720,0.858,0.053
3,240-270,6,8.40,35.36,24,24,LOS_B,2,10.93,10.93,3.54,0.54,16.353,3.182,3.790,0.234
3,240-270,7-1@504.8-1@548.8,22.07,39.94,4,4,LOS_B,2,18.86,18.86,7.14,0.75,3.914,0.761,0.907,0.056
3,240-270,7-1@504.8-10013@33.6,22.07,39.94,5,5,LOS_C,3,24.73,24.73,9.06,1.20,6.767,1.317,1.568,0.097
3,240-270,7-6@983.5-6@1021.9,0.00,0.00,3,3,LOS_A,1,4.92,4.92,0.00,0.33,1.362,0.265,0.316,0.019
3,240-270,7-6@983.5-10012@22.9,0.00,0.00,10,10,LOS_A,1,2.16,2.16,0.35,0.10,2.415,0.470,0.560,0.035
3,240-270,7,11.04,39.94,22,22,LOS_B,2,10.70,10.70,3.52,0.50,14.422,2.806,3.343,0.206
3,240-270,8-5@427.2-5@466.3,16.96,39.72,7,7,LOS_C,3,21.18,21.18,8.11,1.71,11.523,2.242,2.671,0.165
3,240-270,8-5@427.2-10015@30.1,16.96,39.72,6,6,LOS_C,3,22.79,22.79,7.56,1.67,9.672,1.882,2.241,0.138
3,240-270,8-6@1086.4-6@1124.9,0.00,0.00,5,5,LOS_A,1,2.80,2.80,0.15,0.40,2.292,0.446,0.531,0.033
3,240-270,8-6@1086.4-10014@25.1,0.00,0.00,4,4,LOS_A,1,4.01,4.01,0.00,0.00,0.817,0.159,0.189,0.012
3,240-270,8,8.48,39.72,22,22,LOS_B,2,14.32,14.32,4.67,1.09,24.171,4.703,5.602,0.346
3,270-300,1-5@777.9-5@820.9,2.00,14.50,5,5,LOS_A,1,3.95,3.95,0.08,0.20,2.057,0.400,0.477,0.029
3,270-300,1-5@777.9-14@745.4,2.00,14.50,6,6,LOS_A,1,6.63,6.63,0.16,0.33,3.177,0.618,0.736,0.045
3,270-300,1-14@698.3-14@745.4,3.92,13.18,5,5,LOS_B,2,18.09,18.09,4.93,1.00,5.759,1.121,1.335,0.082
3,270-300,1-14@698.3-10004@28.4,3.92,13.18,8,8,LOS_B,2,10.35,10.35,1.91,0.50,5.515,1.073,1.278,0.079
3,270-300,1,2.96,14.50,24,24,LOS_A,1,9.70,9.70,1.72,0.50,16.471,3.205,3.817,0.236
3,270-300,2-1@839.5-1@885.5,18.29,43.51,7,7,LOS_C,3,21.70,21.70,6.89,1.29,9.593,1.867,2.223,0.137
3,270-300,2-1@839.5-10000@37.4,18.29,43.51,7,7,LOS_C,3,20.97,20.97,6.39,0.86,7.695,1.497,1.783,0.110
3,270-300,2-14@803.9-14@847.3,1.66,6.53,5,5,LOS_A,1,9.26,9.26,2.16,0.60,3.356,0.653,0.778,0.048
3,270-300,2-14@803.9-10001@24.3,1.66,6.53,6,6,LOS_A,1,6.07,6.07,0.21,0.33,2.710,0.527,0.628,0.039
3,270-300,2,9.98,43.51,25,25,LOS_B,2,15.25,15.25,4.20,0.80,23.434,4.559,5.431,0.335
3,270-300,3-4@325.6-4@367.6,12.31,37.56,6,6,LOS_B,2,16.22,16.22,4.14,1.67,9.463,1.841,2.193,0.135
3,270-300,3-4@325.6-10007@31.1,12.31,37.56,7,7,LOS_B,2,18.90,18.90,3.62,0.86,7.553,1.470,1.751,0.108
3,270-300,3-14@905.4-14@945.6,1.15,15.71,5,5,LOS_A,1,6.28,6.28,0.69,0.60,3.193,0.621,0.740,0.046
3,270-300,3-14@905.4-10006@28.4,1.15,15.71,6,6,LOS_A,1,4.47,4.47,0.31,0.50,3.208,0.624,0.744,0.046
3,270-300,3,6.73,37.56,24,24,LOS_B,2,12.00,12.00,2.31,0.92,23.360,4.545,5.414,0.334
3,270-300,4-14@1018.5-14@1056.3,1.56,11.99,7,7,LOS_A,1,5.94,5.94,1.11,0.43,3.745,0.729,0.868,0.054
3,270-300,4-14@1018.5-10016@30.7,1.56,11.99,5,5,LOS_A,1,3.36,3.36,0.00,0.00,1.099,0.214,0.255,0.016
3,270-300,4-15@605.8-15@651.4,17.96,33.34,5,5,LOS_C,3,23.34,23.34,9.23,1.20,6.814,1.326,1.579,0.097
3,270-300,4-15@605.8-10017@29.2,17.96,33.34,3,3,LOS_C,3,29.41,29.41,11.24,2.00,5.879,1.144,1.363,0.084
3,270-300,4,9.76,33.34,20,20,LOS_B,2,13.17,13.17,4.38,0.75,17.428,3.391,4.039,0.249
3,270-300,5-6@771.4-6@812.3,2.31,14.40,9,9,LOS_B,2,16.01,16.01,4.06,0.67,7.998,1.556,1.854,0.114
3,270-300,5-6@771.4-10008@26.8,2.31,14.40,10,10,LOS_A,1,9.16,9.16,0.80,0.40,6.071,1.181,1.407,0.087
3,270-300,5-15@917.1-15@953.7,5.93,13.98,4,4,LOS_A,1,9.59,9.59,3.54,0.50,2.635,0.513,0.611,0.038
3,270-300,5-15@917.1-10009@26.6,5.93,13.98,4,4,LOS_A,1,7.63,7.63,2.20,0.50,2.518,0.490,0.584,0.036
3,270-300,5,4.12,14.40,27,27,LOS_B,2,11.28,11.28,2.50,0.52,19.239,3.743,4.459,0.275
3,270-300,6-4@647.9-4@688.0,12.51,34.35,5,5,LOS_C,3,20.60,20.60,8.72,1.40,7.150,1.391,1.657,0.102
3,270-300,6-4@647.9-10011@22.3,12.51,34.35,5,5,LOS_B,2,14.11,14.11,4.45,1.00,5.409,1.052,1.254,0.077
3,270-300,6-6@878.0-6@917.5,1.88,16.20,6,6,LOS_A,1,5.66,5.66,0.50,0.17,2.120,0.412,0.491,0.030
3,270-300,6-6@878.0-10010@26.4,1.88,16.20,6,6,LOS_A,1,3.39,3.39,0.24,0.33,2.509,0.488,0.581,0.036
3,270-300,6,7.20,34.35,22,22,LOS_B,2,10.36,10.36,3.19,0.68,17.080,3.323,3.958,0.244
3,270-300,7-1@504.8-1@548.8,16.48,39.86,7,7,LOS_C,3,25.18,25.18,6.26,2.14,13.892,2.703,3.219,0.199
3,270-300,7-1@504.8-10013@33.6,16.48,39.86,5,5,LOS_C,3,29.61,29.61,10.42,3.60,15.720,3.059,3.643,0.225
3,270-300,7-6@983.5-6@1021.9,1.59,12.91,4,4,LOS_A,1,3.22,3.22,0.06,0.25,1.481,0.288,0.343,0.021
3,270-300,7-6@983.5-10012@22.9,1.59,12.91,5,5,LOS_A,1,3.21,3.21,0.73,0.20,1.600,0.311,0.371,0.023
3,270-300,7,9.04,39.86,21,21,LOS_B,2,16.82,16.82,4.75,1.67,32.068,6.239,7.432,0.459
3,270-300,8-5@427.2-5@466.3,6.60,26.39,8,8,LOS_B,2,12.52,12.52,1.83,0.63,6.546,1.274,1.517,0.094
3,270-300,8-5@427.2-10015@30.1,6.60,26.39,8,8,LOS_A,1,9.85,9.85,1.29,0.63,6.071,1.181,1.407,0.087
3,270-300,8-6@1086.4-6@1124.9,4.25,15.52,4,4,LOS_B,2,10.61,10.61,3.53,1.00,3.975,0.773,0.921,0.057
3,270-300,8-6@1086.4-10014@25.1,4.25,15.52,5,5,LOS_A,1,4.50,4.50,0.33,0.20,1.705,0.332,0.395,0.024
3,270-300,8,5.43,26.39,25,25,LOS_A,1,9.76,9.76,1.63,0.60,18.248,3.550,4.229,0.261
3,300-330,1-5@777.9-5@820.9,5.16,13.42,6,6,LOS_A,1,4.44,4.44,0.00,0.00,1.713,0.333,0.397,0.025
3,300-330,1-5@777.9-14@745.4,5.16,13.42,4,4,LOS_A,1,8.80,8.80,1.35,0.50,2.669,0.519,0.619,0.038
3,300-330,1-14@698.3-14@745.4,6.70,21.10,6,6,LOS_B,2,16.47,16.47,4.89,0.83,6.063,1.180,1.405,0.087
3,300-330,1-14@698.3-10004@28.4,6.70,21.10,9,9,LOS_A,1,7.04,7.04,2.29,0.44,5.477,1.066,1.269,0.078
3,300-330,1,5.93,21.10,25,25,LOS_A,1,8.96,8.96,2.21,0.44,16.012,3.115,3.711,0.229
3,300-330,2-1@839.5-1@885.5,11.00,32.68,10,10,LOS_B,2,19.48,19.48,5.39,1.30,13.212,2.571,3.062,0.189
3,300-330,2-1@839.5-10000@37.4,11.00,32.68,9,9,LOS_B,2,19.11,19.11,5.14,1.00,10.339,2.012,2.396,0.148
3,300-330,2-14@803.9-14@847.3,1.23,6.64,3,3,LOS_A,1,6.86,6.86,0.72,0.33,1.411,0.274,0.327,0.020
3,300-330,2-14@803.9-10001@24.3,1.23,6.64,5,5,LOS_A,1,4.79,4.79,0.62,0.20,1.686,0.328,0.391,0.024
3,300-330,2,6.12,32.68,27,27,LOS_B,2,15.23,15.23,3.90,0.89,26.747,5.204,6.199,0.383
3,300-330,3-4@325.6-4@367.6,19.18,39.62,6,6,LOS_C,3,23.88,23.88,7.15,1.33,8.249,1.605,1.912,0.118
3,300-330,3-4@325.6-10007@31.1,19.18,39.62,6,6,LOS_C,3,25.26,25.26,6.82,1.67,10.054,1.956,2.330,0.144
