$MOVEMENTEVALUATION:SIMRUN,TIMEINT,MOVEMENT,QLEN,QLENMAX,VEHS(ALL),VEHDELAY(ALL),STOPDELAY(ALL),STOPS(ALL),EMISSIONSCO,EMISSIONSNOX,EMISSIONSVOC,FUELCONSUMPTION
238,0-115,1-1: Panamericana N-S@222.8-1: Panamericana N-S@290.3,4.99,12.26,3,7.77,4.55,0.33,1.647,0.320,0.382,0.024
238,0-115,1-2: Carrera 25@133.6-1: Panamericana N-S@290.3,33.16,100.43,0,,,,,,,
238,0-115,1-2: Carrera 25@133.6-2: Carrera 25@209.1,33.16,100.43,1,0.00,0.00,0.00,0.286,0.056,0.066,0.004
238,0-115,1-2: Carrera 25@133.6-4: Panamericana S-N@229.2,33.16,100.43,5,0.00,0.00,0.00,1.283,0.250,0.297,0.018
238,0-115,1-2: Carrera 25@133.6-6: Panamericana S-N paralela@165.6,33.16,100.43,3,0.00,0.00,0.00,0.743,0.145,0.172,0.011
238,0-115,1-3: Avenida Mijitayo@134.1-3: Avenida Mijitayo@209.2,10.91,38.54,7,22.15,15.16,0.71,6.621,1.288,1.534,0.095
238,0-115,1-3: Avenida Mijitayo@134.1-10007: Av Mijitayo-Panamericana  N-S Paralela@41.6,10.91,38.54,19,17.55,12.33,0.53,14.088,2.741,3.265,0.202
238,0-115,1-4: Panamericana S-N@161.8-4: Panamericana S-N@229.2,8.27,17.84,8,31.56,26.57,0.63,8.269,1.609,1.916,0.118
238,0-115,1-5: Panamericana N-S Paralela@127.9-2: Carrera 25@209.1,6.20,19.58,6,7.91,4.95,0.50,3.527,0.686,0.817,0.050
238,0-115,1-5: Panamericana N-S Paralela@127.9-5: Panamericana N-S Paralela@195.4,6.20,19.58,4,7.78,1.75,0.50,2.501,0.487,0.580,0.036
238,0-115,1-6: Panamericana S-N paralela@98.1-3: Avenida Mijitayo@209.2,11.45,44.91,3,14.75,8.14,0.67,2.289,0.445,0.531,0.033
238,0-115,1-6: Panamericana S-N paralela@98.1-6: Panamericana S-N paralela@165.6,11.45,44.91,12,28.78,21.31,0.92,13.705,2.666,3.176,0.196
238,0-115,1-7: Carrera1@36.5-2: Carrera 25@209.1,11.88,25.48,4,58.86,49.72,1.25,6.845,1.332,1.586,0.098
238,0-115,1-8: Carrera1@32.1-3: Avenida Mijitayo@209.2,2.36,12.95,2,0.00,0.00,0.00,0.547,0.107,0.127,0.008
238,0-115,1,11.15,100.43,77,19.06,14.06,0.57,62.272,12.116,14.432,0.891
238,115-230,1-1: Panamericana N-S@222.8-1: Panamericana N-S@290.3,10.68,32.37,9,45.94,37.02,1.00,12.788,2.488,2.964,0.183
238,115-230,1-2: Carrera 25@133.6-1: Panamericana N-S@290.3,64.66,137.49,6,23.06,18.45,0.50,5.073,0.987,1.176,0.073
238,115-230,1-2: Carrera 25@133.6-2: Carrera 25@209.1,64.66,137.49,8,50.51,42.30,0.88,11.284,2.195,2.615,0.161
238,115-230,1-2: Carrera 25@133.6-4: Panamericana S-N@229.2,64.66,137.49,15,40.46,31.98,0.87,18.622,3.623,4.316,0.266
238,115-230,1-2: Carrera 25@133.6-6: Panamericana S-N paralela@165.6,64.66,137.49,12,37.22,29.95,0.75,13.549,2.636,3.140,0.194
238,115-230,1-3: Avenida Mijitayo@134.1-3: Avenida Mijitayo@209.2,22.41,48.97,10,40.19,32.47,0.80,12.561,2.444,2.911,0.180
238,115-230,1-3: Avenida Mijitayo@134.1-10007: Av Mijitayo-Panamericana  N-S Paralela@41.6,22.41,48.97,21,35.74,28.75,0.71,23.010,4.477,5.333,0.329
238,115-230,1-4: Panamericana S-N@161.8-4: Panamericana S-N@229.2,11.96,32.22,8,42.10,32.59,1.00,11.113,2.162,2.576,0.159
238,115-230,1-5: Panamericana N-S Paralela@127.9-2: Carrera 25@209.1,22.94,50.59,10,39.71,31.33,0.70,11.294,2.197,2.618,0.162
238,115-230,1-5: Panamericana N-S Paralela@127.9-5: Panamericana N-S Paralela@195.4,22.94,50.59,5,38.40,30.10,0.80,5.948,1.157,1.378,0.085
238,115-230,1-6: Panamericana S-N paralela@98.1-3: Avenida Mijitayo@209.2,13.70,30.48,6,42.44,34.74,0.83,7.526,1.464,1.744,0.108
238,115-230,1-6: Panamericana S-N paralela@98.1-6: Panamericana S-N paralela@165.6,13.70,30.48,5,42.51,35.91,0.80,6.229,1.212,1.444,0.089
238,115-230,1-7: Carrera1@36.5-2: Carrera 25@209.1,14.61,44.16,8,36.08,28.33,0.75,9.294,1.808,2.154,0.133
238,115-230,1-8: Carrera1@32.1-3: Avenida Mijitayo@209.2,8.37,18.16,5,28.79,24.96,0.40,4.397,0.855,1.019,0.063
238,115-230,1,21.16,137.49,128,38.97,31.36,0.78,152.573,29.685,35.360,2.183
238,230-345,1-1: Panamericana N-S@222.8-1: Panamericana N-S@290.3,10.71,18.89,5,51.59,43.47,1.00,7.397,1.439,1.714,0.106
238,230-345,1-2: Carrera 25@133.6-1: Panamericana N-S@290.3,39.30,109.79,11,45.02,36.35,0.73,13.988,2.722,3.242,0.200
238,230-345,1-2: Carrera 25@133.6-2: Carrera 25@209.1,39.30,109.79,7,58.17,49.73,0.86,10.596,2.062,2.456,0.152
238,230-345,1-2: Carrera 25@133.6-4: Panamericana S-N@229.2,39.30,109.79,9,36.64,28.54,0.67,9.658,1.879,2.238,0.138
238,230-345,1-2: Carrera 25@133.6-6: Panamericana S-N paralela@165.6,39.30,109.79,10,44.80,37.08,0.80,12.582,2.448,2.916,0.180
238,230-345,1-3: Avenida Mijitayo@134.1-3: Avenida Mijitayo@209.2,23.45,61.13,10,37.10,30.40,0.70,11.554,2.248,2.678,0.165
238,230-345,1-3: Avenida Mijitayo@134.1-10007: Av Mijitayo-Panamericana  N-S Paralela@41.6,23.45,61.13,20,35.42,26.97,0.80,22.608,4.399,5.240,0.323
238,230-345,1-4: Panamericana S-N@161.8-4: Panamericana S-N@229.2,7.25,19.89,9,26.60,20.59,0.78,9.093,1.769,2.107,0.130
238,230-345,1-5: Panamericana N-S Paralela@127.9-2: Carrera 25@209.1,37.73,87.60,15,56.33,47.00,1.07,23.191,4.512,5.375,0.332
238,230-345,1-5: Panamericana N-S Paralela@127.9-5: Panamericana N-S Paralela@195.4,37.73,87.60,11,49.29,39.59,1.00,15.977,3.109,3.703,0.229
238,230-345,1-6: Panamericana S-N paralela@98.1-3: Avenida Mijitayo@209.2,30.83,70.23,8,51.33,41.76,1.25,12.272,2.388,2.844,0.176
238,230-345,1-6: Panamericana S-N paralela@98.1-6: Panamericana S-N paralela@165.6,30.83,70.23,12,45.38,36.62,1.00,16.815,3.272,3.897,0.241
238,230-345,1-7: Carrera1@36.5-2: Carrera 25@209.1,17.16,44.03,7,46.90,37.76,1.00,9.948,1.936,2.306,0.142
238,230-345,1-8: Carrera1@32.1-3: Avenida Mijitayo@209.2,13.56,25.38,5,48.20,41.15,0.80,6.655,1.295,1.542,0.095
238,230-345,1,22.50,109.79,139,44.38,36.01,0.88,182.238,35.457,42.235,2.607
238,345-460,1-1: Panamericana N-S@222.8-1: Panamericana N-S@290.3,8.64,25.56,9,42.30,35.49,0.67,10.705,2.083,2.481,0.153
238,345-460,1-2: Carrera 25@133.6-1: Panamericana N-S@290.3,38.88,94.65,3,25.75,19.75,0.67,2.826,0.550,0.655,0.040
238,345-460,1-2: Carrera 25@133.6-2: Carrera 25@209.1,38.88,94.65,11,52.41,43.74,1.00,16.598,3.229,3.847,0.237
238,345-460,1-2: Carrera 25@133.6-4: Panamericana S-N@229.2,38.88,94.65,2,41.67,32.73,1.00,2.643,0.514,0.612,0.038
238,345-460,1-2: Carrera 25@133.6-6: Panamericana S-N paralela@165.6,38.88,94.65,10,27.97,20.25,0.70,9.783,1.903,2.267,0.140
238,345-460,1-3: Avenida Mijitayo@134.1-3: Avenida Mijitayo@209.2,30.43,70.66,12,42.29,33.40,1.00,16.591,3.228,3.845,0.237
238,345-460,1-3: Avenida Mijitayo@134.1-10007: Av Mijitayo-Panamericana  N-S Paralela@41.6,30.43,70.66,24,41.49,33.94,0.92,30.435,5.922,7.054,0.435
238,345-460,1-4: Panamericana S-N@161.8-4: Panamericana S-N@229.2,17.23,44.74,13,41.40,32.78,1.00,17.672,3.438,4.096,0.253
