$MOVEMENTEVALUATION:SIMRUN,TIMEINT,MOVEMENT,QLEN,QLENMAX,VEHS(ALL),VEHDELAY(ALL),STOPDELAY(ALL),STOPS(ALL),EMISSIONSCO,EMISSIONSNOX,EMISSIONSVOC,FUELCONSUMPTION
255,0-115,1-1: Panamericana N-S@222.8-1: Panamericana N-S@290.3,4.99,12.26,3,7.77,4.55,0.33,1.647,0.320,0.382,0.024
255,0-115,1-2: Carrera 25@133.6-1: Panamericana N-S@290.3,33.16,100.43,0,,,,,,,
255,0-115,1-2: Carrera 25@133.6-2: Carrera 25@209.1,33.16,100.43,1,0.00,0.00,0.00,0.286,0.056,0.066,0.004
255,0-115,1-2: Carrera 25@133.6-4: Panamericana S-N@229.2,33.16,100.43,5,0.00,0.00,0.00,1.283,0.250,0.297,0.018
255,0-115,1-2: Carrera 25@133.6-6: Panamericana S-N paralela@165.6,33.16,100.43,3,0.00,0.00,0.00,0.743,0.145,0.172,0.011
255,0-115,1-3: Avenida Mijitayo@134.1-3: Avenida Mijitayo@209.2,10.91,38.54,7,22.15,15.16,0.71,6.621,1.288,1.534,0.095
255,0-115,1-3: Avenida Mijitayo@134.1-10007: Av Mijitayo-Panamericana  N-S Paralela@41.6,10.91,38.54,19,17.55,12.33,0.53,14.088,2.741,3.265,0.202
255,0-115,1-4: Panamericana S-N@161.8-4: Panamericana S-N@229.2,8.27,17.84,8,31.56,26.57,0.63,8.269,1.609,1.916,0.118
255,0-115,1-5: Panamericana N-S Paralela@127.9-2: Carrera 25@209.1,6.20,19.58,6,7.91,4.95,0.50,3.527,0.686,0.817,0.050
255,0-115,1-5: Panamericana N-S Paralela@127.9-5: Panamericana N-S Paralela@195.4,6.20,19.58,4,7.78,1.75,0.50,2.501,0.487,0.580,0.036
255,0-115,1-6: Panamericana S-N paralela@98.1-3: Avenida Mijitayo@209.2,11.45,44.91,3,14.75,8.14,0.67,2.289,0.445,0.531,0.033
255,0-115,1-6: Panamericana S-N paralela@98.1-6: Panamericana S-N paralela@165.6,11.45,44.91,12,28.78,21.31,0.92,13.705,2.666,3.176,0.196
255,0-115,1-7: Carrera1@36.5-2: Carrera 25@209.1,11.88,25.48,4,58.86,49.72,1.25,6.845,1.332,1.586,0.098
255,0-115,1-8: Carrera1@32.1-3: Avenida Mijitayo@209.2,2.36,12.95,2,0.00,0.00,0.00,0.547,0.107,0.127,0.008
255,0-115,1,11.15,100.43,77,19.06,14.06,0.57,62.272,12.116,14.432,0.891
255,115-230,1-1: Panamericana N-S@222.8-1: Panamericana N-S@290.3,10.68,32.37,9,45.94,37.02,1.00,12.788,2.488,2.964,0.183
255,115-230,1-2: Carrera 25@133.6-1: Panamericana N-S@290.3,64.66,137.49,6,23.06,18.45,0.50,5.073,0.987,1.176,0.073
255,115-230,1-2: Carrera 25@133.6-2: Carrera 25@209.1,64.66,137.49,8,50.51,42.30,0.88,11.284,2.195,2.615,0.161
255,115-230,1-2: Carrera 25@133.6-4: Panamericana S-N@229.2,64.66,137.49,15,40.46,31.98,0.87,18.622,3.623,4.316,0.266
255,115-230,1-2: Carrera 25@133.6-6: Panamericana S-N paralela@165.6,64.66,137.49,12,37.22,29.95,0.75,13.549,2.636,3.140,0.194
255,115-230,1-3: Avenida Mijitayo@134.1-3: Avenida Mijitayo@209.2,22.41,48.97,10,40.19,32.47,0.80,12.561,2.444,2.911,0.180
255,115-230,1-3: Avenida Mijitayo@134.1-10007: Av Mijitayo-Panamericana  N-S Paralela@41.6,22.41,48.97,21,35.74,28.75,0.71,23.010,4.477,5.333,0.329
